331.2551	+70.9104	 528	 120	6
344.2446	+62.4342	 529	  50	4
002.6449	+20.6115	 530	  25	6
333.2927	+70.2650	 531	  10	3
337.1072	+69.0894	 532	  20	6
348.5441	+59.7725	 533	  27	2
355.1121	+48.7772	 534	  90	3
330.1929	+72.9079	 535	 155	6
348.7962	+59.7728	 536	  80	4
348.7955	+59.9394	 537	   3	1
335.0503	+71.0020	 538	  10	5
338.8777	+69.0926	 539	   2	1
349.0463	+60.2730	 540	  60	3
332.2213	+72.8793	 541	   5	4
348.5371	+61.4892	 542	   8	1
349.0431	+61.1063	 543	   7	4
349.5493	+60.6068	 544	  20	4
318.5986	+77.0424	 545	   5	5
332.2079	+73.3793	 546	  10	3
349.2925	+61.7732	 547	  90	4
350.0514	+61.1906	 548	  15	1
350.0514	+61.1906	 549	  30	3
314.7046	+78.1963	 550	 140	5
348.0172	+64.6053	 551	 100	5
314.4152	+78.6120	 552	  35	5
324.9581	+76.9446	 553	   5	5
354.5984	+56.9603	 554	   5	4
314.6155	+79.1962	 555	 145	6
005.3995	+19.9440	 556	  60	6
353.3308	+60.7763	 557	  18	4
335.1995	+75.2525	 558	 135	6
359.1340	+49.6116	 559	  15	5
359.3854	+49.7783	 560	 140	6
359.8883	+48.4783	 561	  15	4
357.6222	+54.9447	 562	 110	6
359.3852	+50.6950	 563	  60	4
000.3911	+48.6117	 564	  70	4
354.8414	+61.9271	 565	   8	4
355.6000	+60.9107	 566	  10	6
335.0863	+78.1690	 567	  27	6
358.1221	+60.4448	 568	   5	3
328.0327	+80.4031	 569	  70	6
007.4020	+18.4429	 570	  80	6
358.3742	+60.4782	 571	   5	2
295.9373	+83.6252	 572	 180	6
348.4452	+73.9391	 573	  30	5
007.9025	+17.9426	 574	  40	6
350.4765	+74.1076	 575	  40	6
359.6344	+62.2783	 576	  30	5
000.3914	+64.6617	 577	  20	4
002.6593	+58.7781	 578	   5	1
308.2106	+85.0089	 579	  80	6
000.1386	+67.4450	 580	  10	3
000.3915	+67.1950	 581	  20	2
000.6444	+67.2783	 582	 180	5
000.6444	+67.2783	 583	 120	6
000.8972	+66.9450	 584	  35	4
001.6549	+65.6282	 585	   1	6
000.8974	+67.4450	 586	  35	3
000.6447	+68.6116	 587	  95	4
001.4030	+67.1116	 588	  25	2
000.8978	+68.6116	 589	  20	3
000.8968	+65.6116	 590	   2	5
005.1800	+59.2773	 591	   6	3
005.1842	+61.7773	 592	  20	3
005.6887	+61.7771	 593	  25	5
007.1909	+56.6930	 594	   2	6
007.4429	+56.7429	 595	   2	6
006.7052	+64.6099	 596	   1	2
007.9477	+57.2759	 597	  12	5
356.7864	+80.9445	 598	  15	5
008.4491	+56.2756	 599	  60	6
009.6948	+50.2746	 600	   7	4
056.2860	+32.3227	 601	   2	4
008.7480	+69.4420	 602	   2	5
010.7050	+52.2738	 603	  85	6
010.9864	+61.9402	 604	   5	5
011.4691	+55.7731	 605	 180	6
342.3625	+88.7672	 606	 140	6
011.7278	+57.9395	 607	  60	4
012.2116	+51.2724	 608	  10	4
012.2110	+51.0224	 609	  20	4
012.2238	+55.6057	 610	   7	5
012.2293	+57.2724	 611	  10	4
012.4616	+50.6888	 612	  13	4
012.4618	+50.7721	 613	   3	4
012.7695	+65.2718	 614	  15	6
012.9818	+56.4383	 615	  23	4
013.2342	+56.6047	 616	  35	1
016.7681	+86.2677	 617	 450	6
013.5304	+65.7710	 618	  45	6
013.4340	+34.6045	 619	 110	6
014.2610	+61.1035	 620	  10	2
014.2409	+56.4869	 621	   2	5
014.7644	+60.9363	 622	  10	1
014.7644	+60.9363	 623	 120	6
016.9049	+73.5169	 624	   6	4
015.2695	+61.1023	 625	  60	4
020.9619	+73.2607	 626	 150	6
166.3387	+84.2303	 627	 280	6
066.6419	+85.9529	 628	  13	5
163.8893	+83.7336	 629	  75	5
020.8211	+61.8442	 630	   3	5
059.6276	+85.1478	 631	  80	6
071.1470	+85.0983	 632	 105	6
022.5603	+58.3744	 633	  10	1
036.2578	+75.3929	 634	  23	5
037.1815	+73.0568	 635	  10	5
037.4347	+73.0561	 636	   8	5
026.0658	+55.5842	 637	  35	6
026.3141	+55.0837	 638	  30	6
018.9169	+16.5972	 639	  25	5
027.3117	+53.7482	 640	  35	6
032.9271	+62.5682	 641	  35	6
035.1861	+61.8954	 642	  25	6
042.8729	+68.8725	 643	   3	4
020.6705	+17.2610	 644	 270	6
036.4464	+61.9752	 645	  12	1
036.7015	+62.2245	 646	  13	3
036.9511	+62.0571	 647	  20	2
037.2052	+62.2231	 648	 120	6
035.4148	+59.9281	 649	   2	6
036.6929	+61.5579	 650	  35	6
053.8733	+73.1668	 651	 210	6
042.5483	+65.5401	 652	  35	6
034.1134	+55.3983	 653	  10	3
038.4510	+61.2194	 654	  60	3
038.4489	+61.0527	 655	  80	5
038.1909	+60.5535	 656	  55	3
038.1899	+60.4702	 657	  15	2
040.2130	+61.2140	 658	 100	5
039.1865	+59.6338	 659	   2	4
041.9851	+61.9418	 660	   3	5
041.9849	+61.9251	 661	   1	5
041.9841	+61.8751	 662	   2	5
039.9407	+59.5815	 663	   1	6
042.7441	+62.2060	 664	   6	4
040.4437	+59.5633	 665	   2	6
035.3336	+50.5616	 666	  24	6
042.7171	+60.2894	 667	  40	2
035.3324	+50.3949	 668	 150	6
042.4580	+59.7069	 669	  10	4
042.7128	+59.9561	 670	  25	2
035.5825	+50.2275	 671	  22	6
043.4707	+60.2036	 672	 120	3
043.9783	+60.5353	 673	  25	2
047.7864	+62.7722	 674	   8	6
045.7376	+60.4293	 675	   4	4
048.7616	+60.8520	 676	  20	4
048.4931	+59.6862	 677	 240	6
051.0350	+61.5103	 678	   3	4
046.6954	+56.6926	 679	 105	5
048.9617	+57.1012	 680	  10	5
052.5168	+59.8380	 681	  20	4
052.2509	+58.8390	 682	  35	4
138.6774	+70.7929	 683	 300	6
052.9998	+58.5028	 684	  40	6
049.9382	+54.6809	 685	  90	6
049.4292	+54.0494	 686	   5	5
081.8053	+67.5428	 687	  50	6
031.1929	+20.2390	 688	  60	5
058.7585	+57.3131	 689	  30	5
083.7767	+66.5332	 690	  80	6
144.2583	+65.7755	 691	 180	6
134.1193	+67.0582	 692	  20	5
084.2342	+65.0309	 693	  90	6
039.2496	+32.0500	 694	  90	6
135.5980	+66.6364	 695	 110	6
058.2057	+53.3153	 696	  43	5
063.7707	+56.8752	 697	   5	6
099.2882	+66.9582	 698	 105	5
084.4542	+63.8631	 699	  30	6
086.7187	+64.3522	 700	  45	6
059.7069	+52.9757	 701	 100	5
101.2640	+66.2820	 702	  70	6
034.4447	+19.2305	 703	 420	6
060.6917	+51.3216	 704	   6	1
060.9422	+51.3038	 705	  25	3
060.9386	+50.9705	 706	  45	4
035.9484	+19.7264	 707	  50	5
064.9747	+53.1199	 708	   7	3
060.9299	+50.1372	 709	  45	6
062.6963	+51.2130	 710	   7	3
037.1996	+19.5561	 711	  30	5
067.4751	+52.6088	 712	  20	5
056.3639	+44.1559	 713	 160	6
056.3587	+43.4893	 714	  60	6
035.1767	+12.8952	 715	  60	6
051.5525	+36.8413	 716	  10	5
069.2087	+50.8510	 717	   2	2
052.8104	+37.6698	 718	 210	6
052.8099	+37.5865	 719	  35	5
053.5631	+37.8336	 720	  70	5
053.8147	+37.9993	 721	  12	5
070.2060	+50.4298	 722	   5	1
121.8273	+61.3554	 723	  55	6
060.8736	+43.9707	 724	  40	6
047.7570	+29.6885	 725	 180	6
048.2603	+30.1867	 726	 360	6
121.5638	+60.5232	 727	  43	5
126.7859	+60.3353	 728	  25	6
125.5408	+60.2569	 729	  32	6
036.6745	+11.7243	 730	 180	6
065.1413	+44.9523	 731	   1	6
122.0531	+60.0211	 732	  25	6
121.7987	+59.6888	 733	  35	6
